date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2024-02-28 00:47:49,739,5666,1632,1625,1388,406,5843,-1,56,-177
2024-02-27 18:48:54,904,7623,2877,1570,1383,485,7278,-1,60,345
2024-02-27 12:47:27,763,5928,2005,1275,1311,85,6457,954,59,-529
2024-02-27 06:46:27,864,6349,1518,1691,1398,292,5821,-1,58,528
2024-02-27 00:47:27,744,5685,1664,1659,1373,734,6230,-1,57,-545
2024-02-26 18:46:27,871,7715,2527,1676,1378,1583,8095,0,56,-380
2024-02-26 12:46:27,745,6277,1742,1648,1356,1162,7380,668,53,-1103
2024-02-26 06:47:32,790,6136,1691,1656,1398,1375,6964,-1,55,-828
2024-02-26 00:47:38,878,5222,1608,1667,1401,1380,6985,-1,52,-1763
2024-02-25 18:47:44,918,6537,2335,1676,1399,1198,7581,-1,53,-1045
2024-02-25 12:46:51,874,5312,1888,1633,1399,583,6780,353,50,-1468
2024-02-25 06:47:56,861,5093,1611,1670,1394,581,6169,-1,53,-1076
2024-02-25 00:47:27,876,5301,1798,1688,1392,723,6527,-1,51,-1226
2024-02-24 18:47:27,882,7016,2322,1651,1395,954,7259,-1,55,-243
2024-02-24 12:46:27,836,5796,2103,1636,1390,350,7007,632,53,-1211
2024-02-24 06:46:27,873,5695,1655,1674,1393,689,6336,-1,53,-641
2024-02-24 00:46:28,882,5688,1777,1680,1391,945,6727,-1,53,-1039
2024-02-23 18:46:34,901,7757,2509,1665,1392,1313,7837,0,59,-80
2024-02-23 12:47:39,844,6568,2287,1640,1392,372,7326,737,54,-758
2024-02-23 06:46:46,831,6359,1832,1653,1384,1245,7002,-1,58,-642
2024-02-23 00:47:51,756,5857,1440,1641,1369,1881,7144,-1,56,-1287
2024-02-22 18:47:57,887,7887,2510,1724,1352,1360,7889,-1,56,-3
2024-02-22 12:47:27,805,6316,1807,1444,1365,222,6646,941,56,-331
2024-02-22 06:48:27,923,6716,1952,1746,1393,160,6231,-1,59,485
2024-02-22 00:46:27,886,5984,1753,1733,1378,153,5957,-2,57,27
2024-02-21 18:47:27,918,7979,2818,1748,1359,120,7021,-1,59,957
2024-02-21 12:47:28,754,6801,2234,1678,1327,54,6637,535,56,164
2024-02-21 06:46:35,756,6587,1740,1716,1373,310,5952,-1,58,636
2024-02-21 00:46:41,787,5883,1815,1726,1365,386,6135,-1,57,-252
2024-02-20 18:46:47,756,7955,2762,1725,1366,664,7329,-1,57,626
2024-02-20 12:46:53,728,6790,2095,1666,1339,132,6698,672,60,92
2024-02-20 06:47:27,873,6668,2040,1625,1372,396,6361,-1,55,308
2024-02-20 00:47:27,883,5912,1957,1638,1359,317,6208,-2,55,-297
2024-02-19 18:47:27,916,7956,2966,1626,1338,109,7011,-1,58,945
2024-02-19 12:47:27,936,6963,2097,1440,1326,37,6572,659,56,390
2024-02-19 06:47:27,878,6427,2144,1539,1380,233,6230,-2,57,197
2024-02-19 00:46:29,728,5357,1954,1506,1401,1030,6672,-2,54,-1315
2024-02-18 18:47:34,846,6769,2639,1519,1400,807,7266,-1,57,-498
2024-02-18 12:47:40,867,5621,2324,1469,1399,310,6921,498,53,-1300
2024-02-17 20:17:27,897,7226,2719,1530,1399,61,6660,-1,55,566
2024-02-17 14:17:33,861,6014,2337,1489,1395,14,6616,465,55,-602
2024-02-17 08:17:39,781,6350,2577,1505,1400,186,6564,59,56,-213
2024-02-17 02:16:46,735,5462,2191,1498,1398,289,6166,-1,56,-703
2024-02-16 20:16:52,770,7654,2703,1528,1380,713,7152,-1,58,502
2024-02-16 14:17:27,748,6211,2089,1319,1367,521,6892,790,58,-681
2024-02-16 08:17:27,758,7448,2293,1522,1391,1510,7638,104,61,-191
2024-02-16 02:17:27,886,5638,2192,1505,1381,1649,7661,-1,49,-2023
2024-02-15 20:17:27,728,7723,2619,1525,1378,2144,8457,-1,57,-734
2024-02-15 14:16:27,812,6404,2267,1442,1387,1570,8329,793,58,-1926
2024-02-15 08:16:29,733,7570,2581,1509,1388,2500,8863,93,58,-1293
2024-02-15 02:17:34,884,5657,2248,1481,1386,2349,8405,-1,58,-2748
2024-02-14 20:17:40,733,7684,2652,1514,1380,2578,8913,-1,56,-1229
2024-02-14 14:16:47,782,7016,2427,1475,1351,2148,8610,369,57,-1594
2024-02-14 08:18:51,769,7410,2704,1490,1395,1711,8177,51,57,-767
2024-02-14 02:16:27,888,5563,1793,1482,1393,1430,7047,-1,55,-1483
2024-02-13 20:16:27,892,7583,2814,1490,1362,719,7336,-1,59,247
2024-02-13 07:55:39,768,7222,2405,1497,1390,274,6407,10,59,815
2024-02-13 01:46:54,857,5484,1578,1486,1378,561,5911,-2,58,-427
2024-02-12 19:46:27,913,7671,2965,1489,1371,1954,8752,0,58,-1081
2024-02-12 13:48:27,865,7232,2340,1478,1359,2491,8815,226,57,-1583
2024-02-12 07:47:27,874,6978,2527,1515,1394,2342,8711,4,55,-1733
2024-02-12 01:47:27,713,4908,1386,1476,1392,2320,7336,-1,51,-2428
2024-02-11 19:46:27,891,6582,2416,1492,1394,1865,8111,-1,54,-1529
2024-02-11 13:47:30,847,5422,1726,1472,1394,2395,8152,266,54,-2730
2024-02-11 07:46:37,945,5350,1853,1477,1391,1649,7372,3,53,-2022
2024-02-11 01:47:42,740,5100,1637,1474,1393,1144,6438,-1,52,-1339
2024-02-10 19:48:47,739,6993,2416,1504,1389,1402,7504,-1,56,-512
2024-02-10 13:46:55,748,5899,2167,1480,1386,494,6660,331,55,-761
2024-02-10 07:47:27,742,5960,2068,1506,1398,797,6566,0,54,-606
2024-02-10 01:46:27,722,5397,1659,1496,1397,1230,6557,-1,54,-1161
2024-02-09 19:46:27,726,7698,2342,1504,1381,1947,7956,-1,57,-258
2024-02-09 13:46:27,741,6657,2014,1486,1362,1308,7535,565,56,-878
2024-02-09 07:47:27,763,7138,2124,1507,1400,1921,7790,15,58,-651
2024-02-09 01:47:31,703,5652,1548,1501,1395,1903,7106,-1,57,-1454
2024-02-08 19:47:37,881,7656,2720,1520,1372,1359,7909,-1,58,-253
2024-02-08 13:47:43,858,6833,2066,1517,1325,1554,8007,627,60,-1174
2024-02-08 07:47:49,873,7208,2479,1536,1395,1102,7452,7,59,-244
2024-02-08 01:47:55,744,5506,1717,1508,1385,1953,7363,-1,58,-1857
2024-02-07 19:47:27,756,7827,2248,1526,1384,2559,8535,0,59,-708
2024-02-07 13:47:28,726,6571,1724,1464,1389,1533,7616,724,55,-1045
2024-02-07 07:47:27,743,7242,2383,1518,1405,1877,7995,12,57,-753
2024-02-07 01:47:27,835,5583,1394,1536,1398,1648,6867,-1,58,-1285
2024-02-06 19:46:27,795,7757,2519,1567,1393,2092,8425,-1,59,-668
2024-02-06 13:47:33,755,6310,1637,1516,1387,2073,8300,874,59,-1990
2024-02-06 07:47:38,952,7279,2062,1554,1394,2145,8172,7,58,-893
2024-02-06 01:46:45,921,5661,1475,1527,1394,2041,7412,-1,56,-1751
2024-02-05 19:47:50,821,7863,2309,1613,1371,2418,8590,-1,59,-727
2024-02-05 13:47:56,808,7068,1533,1572,1327,2588,8437,553,57,-1370
2024-02-05 07:47:27,857,7291,2019,1623,1398,2164,8123,3,58,-832
2024-02-05 01:47:27,772,5241,1120,1548,1402,2185,7080,-1,55,-1839
2024-02-04 19:47:27,945,6964,2288,1647,1399,1603,7938,-1,58,-974
2024-02-04 13:47:27,770,5641,1418,762,1403,922,5921,589,59,-280
2024-02-04 07:46:28,831,5777,1857,776,1402,1230,6154,0,56,-377
2024-02-04 01:46:34,947,5445,1334,1594,1394,1165,6490,-1,56,-1045
2024-02-03 19:46:40,911,7504,2550,1675,1392,1592,8186,-1,66,-682
2024-02-03 13:46:46,807,6645,1631,1561,1395,2201,8250,592,63,-1606
2024-02-03 07:47:51,937,6590,1963,1651,1393,1621,7639,7,66,-1049
2024-02-03 01:47:27,817,5939,1512,1648,1396,382,5820,-1,65,119
2024-02-02 19:46:27,911,8023,2176,1815,1377,693,7038,-1,67,985
2024-02-02 13:46:27,1031,7458,1930,1817,1341,637,7066,240,70,392
2024-02-02 07:46:27,932,7642,2218,1827,1391,1105,7542,0,70,99
2024-02-02 01:46:27,940,6038,1592,1814,1392,709,6515,-1,69,-477
2024-02-01 19:47:28,948,8239,2315,1851,1366,1306,7857,-1,71,382
2024-02-01 13:41:41,931,7168,1628,1828,1386,515,6998,640,70,170
2024-02-01 07:38:14,1052,7873,2255,1890,1401,247,6913,0,68,961
2024-02-01 01:38:14,984,6207,1475,1830,1401,123,5879,-1,67,328
2024-01-31 14:47:14,919,6978,1600,1799,1336,96,6575,756,70,404
2024-01-31 04:49:14,961,6209,1562,1768,1399,218,5975,-1,68,234
2024-01-30 16:59:14,1094,7623,2261,1845,1388,56,6761,46,71,862
2024-01-30 10:55:19,924,7203,1937,1848,1360,502,7304,662,71,-101
2024-01-30 03:29:14,966,5938,1737,1792,1398,1001,6957,-1,71,-1019
2024-01-29 15:25:14,937,7402,1881,1839,1360,1111,7583,387,69,-180
2024-01-29 09:17:23,964,8323,2503,1850,1403,1445,8446,221,70,-123
2024-01-29 03:17:29,858,5454,1515,1767,1399,1769,7376,-2,69,-1922
2024-01-28 21:16:36,848,6826,2107,1848,1403,2031,8307,-1,73,-1481
2024-01-28 15:16:42,823,6115,1471,1396,1402,1768,7118,196,63,-1003
2024-01-28 09:16:14,896,6194,2268,1388,1405,646,6814,146,63,-620
2024-01-28 03:16:14,879,5468,1806,1868,1403,604,6622,-2,63,-1154
2024-01-27 21:16:14,894,7086,2472,1834,1398,1180,7836,-1,61,-750
2024-01-27 15:16:14,855,6901,1902,1785,1399,489,6632,141,60,269
2024-01-27 09:17:14,888,7182,2547,1819,1397,81,6860,68,59,322
2024-01-27 03:17:18,900,5794,1740,1767,1396,218,6081,-1,60,-287
2024-01-26 21:16:25,871,7522,2648,1858,1385,704,7527,-1,63,-5
2024-01-26 15:16:31,851,7146,2174,1806,1374,964,7612,382,61,-466
2024-01-26 09:17:36,853,8025,2552,1850,1318,893,7734,206,62,292
2024-01-26 03:16:43,887,5812,2064,1781,1398,854,7042,-1,60,-1231
2024-01-25 21:18:14,835,7629,2421,1844,1374,1696,8230,-1,61,-600
2024-01-25 15:17:14,854,7535,2223,1829,1283,1269,7844,325,61,-308
2024-01-25 09:17:14,965,8327,2611,1878,1344,898,7890,134,60,437
2024-01-25 03:17:14,868,5687,1541,1728,1396,1781,7372,-1,60,-1685
2024-01-24 21:17:14,965,7566,2595,1871,1399,1985,8873,-1,59,-1308
2024-01-24 15:17:19,960,7351,2590,1873,1396,400,7444,164,61,-93
2024-01-24 09:16:26,987,7955,3011,1910,1395,83,7552,108,60,403
2024-01-24 03:16:32,906,6151,2067,1827,1391,69,6320,-1,61,-170
2024-01-23 21:16:38,1015,7885,2624,1912,1375,164,7155,-1,62,730
2024-01-23 15:16:44,967,7930,2542,1902,1359,482,7476,163,60,453
2024-01-23 09:17:14,915,8757,3044,1857,1367,1058,8397,91,61,360
2024-01-23 03:16:14,905,6115,1934,1822,1396,510,6626,-2,62,-511
2024-01-22 21:17:14,988,7953,2808,1911,1367,351,7493,-1,63,461
2024-01-22 15:17:14,861,7752,2504,1865,1330,204,7078,253,61,675
2024-01-22 09:16:15,987,8729,3173,1892,1369,80,7664,94,60,1065
2024-01-22 03:16:21,903,5677,1836,1828,1379,394,6400,-1,60,-723
2024-01-21 21:17:26,1038,7111,2753,1894,1385,741,7873,-1,61,-762
2024-01-21 15:08:41,846,6118,2026,1808,1383,429,6854,301,60,-735
2024-01-21 09:08:14,901,6593,2547,1808,1380,360,7115,63,55,-522
2024-01-21 02:56:14,848,5696,1668,1700,1386,606,6264,-1,57,-567
2024-01-20 20:29:39,940,7572,2725,1857,1385,575,7539,-1,59,33
2024-01-20 14:29:14,827,6887,2009,1735,1380,1532,7765,223,58,-878
2024-01-20 08:29:14,908,7112,2453,1738,1385,2093,8637,0,60,-1525
2024-01-20 02:29:14,887,5825,1743,1701,1385,2111,7884,-1,58,-2059
2024-01-19 20:30:14,885,7926,2343,1789,1372,679,7127,-1,60,799
2024-01-19 14:29:14,885,7668,2549,1778,1332,543,7287,178,47,382
2024-01-19 08:30:15,846,7864,2369,1754,1387,1985,8427,39,48,-563
2024-01-19 02:29:22,836,5749,1377,1633,1388,2017,7307,-1,57,-1558
2024-01-18 20:29:28,911,7956,2373,1783,1363,1325,7812,0,58,144
2024-01-18 14:30:33,840,7726,1958,1803,1310,893,7029,171,53,697
2024-01-18 08:25:44,897,7922,2319,1820,1391,1041,7538,10,60,384
2024-01-18 02:25:14,868,5837,1273,1700,1391,1719,7007,-1,59,-1170
2024-01-17 20:25:14,905,7984,2427,1829,1386,1843,8448,-1,59,-463
2024-01-17 14:25:14,895,7696,2373,1853,1399,797,7596,221,59,100
2024-01-17 08:25:14,960,8247,2394,1877,1401,105,6839,41,60,1408
2024-01-17 02:27:14,899,5931,1335,1759,1398,307,5755,-1,59,176
2024-01-16 20:25:21,1122,8124,2728,1847,1398,331,7485,-1,60,639
2024-01-16 14:25:27,733,7216,1741,1805,1400,799,7144,606,59,73
2024-01-16 08:25:33,905,8223,2677,1862,1399,658,7595,31,63,628
2024-01-16 02:25:39,847,5933,1295,1709,1398,1408,6715,-1,59,-782
2024-01-15 20:25:14,938,8110,2623,1852,1382,1092,7945,-1,58,165
2024-01-15 14:25:14,862,8039,2205,1871,1309,999,7480,176,58,558
2024-01-15 08:25:14,900,8265,2491,1858,1398,858,7593,29,58,672
2024-01-15 02:25:14,860,5563,1568,1837,1399,752,6472,-2,57,-910
2024-01-14 20:25:14,886,7172,2431,1850,1399,1146,7770,-1,60,-599
2024-01-14 14:26:15,851,6026,1454,1796,1400,1491,7513,462,59,-1486
2024-01-14 08:25:22,938,6327,2071,1857,1401,1584,7947,35,61,-1620
2024-01-14 02:25:28,882,5707,1313,1851,1401,1109,6615,-1,60,-908
2024-01-13 20:25:34,951,7628,1977,1864,1401,1308,7561,-1,61,67
2024-01-13 14:26:39,938,6979,1657,1836,1404,1223,7562,444,59,-582
2024-01-13 08:25:14,888,7019,1807,1864,1399,1053,7085,15,59,-66
2024-01-13 02:25:14,943,6149,1285,1875,1395,125,5680,-2,59,469
2024-01-12 13:55:35,1021,8088,2141,1867,1365,1527,8259,279,58,-171
2024-01-12 07:55:41,1045,7841,1891,1879,1393,1257,7525,0,57,316
2024-01-12 01:56:13,925,6153,1176,1843,1395,1028,6422,-1,57,-269
2024-01-11 19:56:13,1155,8347,2062,1873,1385,1643,8175,-1,58,172
2024-01-11 13:55:13,919,7578,1472,1838,1346,1201,7520,689,56,57
2024-01-11 07:55:13,957,8090,1856,1864,1390,1006,7135,1,58,955
2024-01-11 01:57:13,942,6220,1350,1847,1389,1028,6604,-1,49,-384
2024-01-10 19:56:17,949,8424,1964,1856,1373,1377,7579,-1,59,844
2024-01-10 13:55:24,939,7639,1604,1636,1357,865,7162,710,51,477
2024-01-10 07:56:29,902,8127,1970,1867,1387,1451,7639,1,55,489
2024-01-10 01:56:35,906,6137,1352,1860,1390,1757,7313,-1,51,-1176
2024-01-09 19:55:42,888,8353,2496,1904,1391,2343,9077,0,56,-724
2024-01-09 13:55:48,871,8076,2091,1859,1365,2294,8812,289,44,-736
2024-01-09 06:47:20,860,6912,1697,1805,1389,2015,7823,0,57,-911
2024-01-09 00:26:31,916,6330,2021,1854,1375,2158,8376,0,53,-2046
2024-01-08 17:59:20,890,8414,2455,1850,1378,2284,8912,0,55,-499
2024-01-08 11:25:45,870,8196,2353,1850,1369,2427,9027,103,55,-830
2024-01-08 05:25:20,824,5437,1460,1585,1394,2406,7724,-1,56,-2287
2024-01-07 23:26:20,830,5647,1950,1571,1386,1021,6811,-1,54,-1164
2024-01-07 17:25:20,873,6614,2627,1777,1373,602,7305,-1,54,-691
2024-01-07 11:26:20,862,6060,2586,1668,1337,1157,7824,160,54,-1764
2024-01-07 05:25:20,812,5047,1519,1599,1392,1598,6974,-1,56,-1927
2024-01-06 23:25:22,845,5566,2064,1611,1385,1126,7084,-1,55,-1518
2024-01-06 17:25:28,843,6637,2226,1724,1331,893,7070,-1,54,-433
2024-01-06 11:25:34,736,5825,2139,1614,1384,839,7012,246,53,-1187
2024-01-06 05:26:39,878,5304,1626,1623,1397,1403,6979,-1,53,-1675
2024-01-05 23:26:45,862,6016,2517,1682,1393,336,6842,-1,53,-826
2024-01-05 17:26:20,859,7615,2427,1732,1388,1163,7622,-1,54,-7
2024-01-05 11:27:15,728,6453,2245,1606,1352,1248,7948,715,53,-1495
2024-01-05 05:17:22,874,5416,1612,1619,1397,1736,7291,-1,55,-1875
2024-01-04 23:16:22,865,6113,2311,1654,1389,1913,8186,-1,54,-2072
2024-01-04 17:16:26,878,7370,2559,1751,1395,1046,7684,-1,55,-313
2024-01-04 09:59:03,876,6991,2310,1593,1352,1762,8141,191,56,-1150
2024-01-03 19:59:05,870,7188,2506,1487,1371,2376,8650,0,41,-1463
2024-01-03 09:47:27,901,7011,2428,1480,1323,1194,7445,86,31,-434
2024-01-03 03:47:33,852,4669,1582,1403,1393,612,5872,-2,31,-1203
2024-01-02 21:46:06,844,5879,2299,1417,1396,411,6396,-1,31,-517
2024-01-02 15:46:05,781,5549,2147,1513,1394,211,6217,136,31,-667
2024-01-02 09:47:05,878,5607,2204,1440,1394,189,6214,77,32,-607
2024-01-02 01:47:05,687,4581,1516,1338,1396,2094,7061,-1,31,-2480
2024-01-01 19:47:06,729,5743,2138,1402,1397,1925,7619,-1,32,-1876
2024-01-01 13:47:12,737,4662,947,1417,1397,365,5159,266,30,-496
2024-01-01 02:25:04,840,4976,869,1419,1397,1338,5893,-1,31,-917
2023-12-31 20:25:04,968,6258,2614,1616,1395,749,7372,-1,32,-1114
2023-12-31 14:26:04,856,5276,2276,1622,1393,43,6717,497,31,-1441
2023-12-31 08:25:04,863,5385,2446,1634,1395,152,6539,18,32,-1154
2023-12-31 02:25:10,846,4795,1623,1600,1396,689,6185,-2,32,-1390
2023-12-30 20:25:16,1014,6918,2704,1652,1371,1125,7894,-1,31,-977
2023-12-30 14:25:22,1001,5782,2429,1586,1249,307,7004,401,31,-1223
2023-12-30 02:38:21,1092,4882,1554,1629,680,494,5492,-1,45,-611
2023-12-29 17:17:51,1006,6988,2679,1696,1335,162,6924,0,46,65
2023-12-29 11:17:23,832,5983,2133,1641,1341,703,7296,602,44,-1314
2023-12-28 12:08:30,859,6066,2013,1700,1339,858,7475,660,44,-1410
2023-12-28 06:08:36,849,5382,1623,1701,1389,767,6378,-1,44,-996
2023-12-28 00:09:10,866,5464,1620,1735,1383,161,5811,-1,43,-347
2023-12-27 18:07:10,859,6829,2578,1773,1366,391,7032,-1,45,-203
2023-12-27 12:08:10,854,5534,2082,1689,1318,245,6932,702,43,-1398
2023-12-27 06:09:10,846,5047,1457,1579,1393,1111,6438,-2,48,-1391
2023-12-27 00:08:10,848,5028,1366,1593,1397,1745,6998,-2,47,-1970
2023-12-26 18:08:13,860,6017,1927,1561,1395,950,6741,-1,49,-724
2023-12-26 12:09:18,840,4792,1408,1443,1398,330,6023,558,47,-1231
2023-12-26 06:09:24,865,4746,1287,1699,1392,556,5853,-1,48,-1107
2023-12-26 00:08:31,858,5000,1223,1725,1394,1558,6804,-1,48,-1804
2023-12-25 18:08:37,1018,5761,2422,1735,1395,1457,8074,-1,48,-2313
2023-12-25 10:59:10,820,4937,1227,1651,1391,2089,7556,330,48,-2619
2023-12-25 04:59:10,814,4677,1079,1367,1394,919,5616,-1,43,-938
2023-12-24 22:59:10,1000,5720,1295,1710,1392,1215,6650,-1,39,-930
2023-12-24 16:59:12,1110,6776,1816,1820,1397,544,6726,-1,39,50
2023-12-24 10:59:18,995,5998,2087,1745,1395,508,7099,327,42,-1101
2023-12-24 04:59:24,1020,5048,1279,1757,1396,957,6453,-1,45,-1405
2023-12-23 22:59:30,1029,6367,2156,1798,1392,1399,7817,-2,45,-1450
2023-12-23 16:59:36,1051,7697,3051,1877,1390,701,8123,4,49,-426
2023-12-23 10:59:10,1024,6958,2194,1814,1392,1773,8342,113,32,-1384
2023-12-23 04:59:10,991,5457,1522,1746,1394,1714,7397,0,31,-1939
2023-12-22 22:59:10,965,6437,2128,1805,1384,1638,7950,0,31,-1512
2023-12-22 16:59:10,871,7687,2285,1860,1374,2338,8759,0,30,-1072
2023-12-22 10:59:10,986,7374,2208,1806,1317,1851,8427,228,30,-1053
2023-12-22 04:59:13,973,5858,1373,1806,1395,1358,6946,-1,41,-1088
2023-12-21 23:00:18,977,6659,1993,1883,1391,729,7014,-1,42,-355
2023-12-21 16:59:25,1045,8030,2016,1887,1336,214,6539,0,40,1491
2023-12-21 10:59:31,821,7645,2107,1873,1343,343,6886,359,41,759
2023-12-21 04:59:37,822,5874,1315,1764,1393,1725,7060,-1,42,-1186
2023-12-20 22:59:10,979,6772,2190,1869,1392,768,7239,-1,41,-467
2023-12-20 16:59:10,1044,8153,2177,1912,1383,889,7445,-1,41,708
2023-12-20 10:59:10,1029,7957,2141,1912,1368,257,7027,280,39,930
2023-12-20 04:59:10,1029,5958,1578,1831,1396,530,6402,-1,39,-444
2023-12-19 22:59:10,1012,6771,2106,1870,1387,306,6719,-1,39,53
2023-12-19 16:59:14,1050,8029,2209,1871,1387,332,6887,-1,39,1142
2023-12-19 10:59:20,819,7499,2040,1856,1388,70,6767,555,38,733
2023-12-19 05:00:25,1009,5939,1602,1854,1394,187,6085,-1,40,-146
2023-12-18 22:59:32,772,6757,1792,1717,1375,1520,7214,-1,39,-458
2023-12-18 16:59:38,709,8164,2138,1463,1340,1306,7014,-1,59,1150
2023-12-18 10:59:10,653,7719,1874,1420,1350,1419,7301,514,58,418
2023-12-18 04:59:10,758,5648,1544,1414,1396,913,6078,-1,55,-430
2023-12-17 22:59:10,763,6255,2232,1484,1395,1071,7000,-1,56,-746
2023-12-17 16:59:10,685,7038,1964,1156,1397,1606,6865,2,56,173
2023-12-17 10:59:10,770,6186,2041,1001,1397,953,6448,233,54,-262
2023-12-17 04:59:15,664,5486,1473,1406,1395,797,5789,-1,55,-303
2023-12-16 23:00:20,663,6402,2138,1487,1402,511,6260,-1,60,142
2023-12-16 16:46:09,788,7374,2304,1948,1394,497,6999,6,62,376
2023-12-16 10:47:09,774,7084,2569,1869,1397,872,7759,218,60,-675
2023-12-16 04:47:09,773,5749,1652,1814,1400,1493,7192,-1,62,-1444
2023-12-15 22:46:09,973,6844,2238,1890,1377,1572,8108,-1,59,-1264
2023-12-15 16:46:09,988,8177,2221,1960,1373,1297,7896,0,57,281
2023-12-15 10:47:10,880,8152,2400,1909,1346,1195,7880,93,57,272
2023-12-15 04:47:16,1001,5885,1836,1822,1391,941,7046,0,55,-1161
2023-12-14 22:47:22,939,6799,2126,1832,1384,955,7296,-1,56,-497
2023-12-14 16:47:28,967,8150,1909,1759,1363,1757,7819,-1,58,332
2023-12-14 10:46:35,1069,8218,2327,1750,1390,680,7356,85,55,862
2023-12-14 04:47:09,1068,5898,1747,1698,1399,841,6806,-1,54,-909
2023-12-13 22:46:09,1082,6797,2091,1738,1383,1625,7961,-1,42,-1164
2023-12-13 16:29:11,988,8230,1786,1741,1367,2281,8206,0,44,24
2023-12-13 10:30:16,1117,8494,2113,1794,1344,920,7420,91,41,1074
2023-12-13 04:26:26,1080,6016,1568,1788,1392,74,5943,-1,41,73
2023-12-12 22:26:32,1099,7126,1511,1747,1390,1130,6916,-1,40,209
2023-12-12 16:20:09,1168,7860,1845,1785,1384,321,6574,15,56,1287
2023-12-12 10:08:09,1139,8137,2088,1774,1363,450,7087,231,51,1050
2023-12-12 04:08:09,1154,5944,1475,1738,1395,126,5937,-1,49,8
2023-12-11 22:08:15,1169,7225,2403,1789,1385,262,7061,0,54,164
2023-12-11 16:08:21,1270,8192,2344,1785,1339,80,6906,35,52,1286
2023-12-11 10:08:27,1135,8041,2231,1786,1305,193,6790,90,49,1251
2023-12-11 04:08:33,1043,5357,1413,1678,1396,162,5739,-1,48,-381
2023-12-10 22:08:39,1123,6574,2452,1801,1393,13,6835,-1,55,-262
2023-12-10 16:08:09,1078,6798,2361,1831,1395,23,6748,1,57,51
2023-12-10 10:08:09,1098,6503,2366,1814,1393,37,6826,59,59,-323
2023-12-10 04:08:09,1055,5471,1624,1726,1395,66,5926,-1,60,-455
2023-12-09 22:07:09,1022,7010,2235,1789,1392,552,7045,-1,57,-35
2023-12-09 16:08:10,1003,7499,2178,1824,1398,960,7427,4,58,73
2023-12-09 10:08:16,975,7457,2270,1816,1396,1292,7869,65,56,-412
2023-12-09 04:08:22,982,5913,1682,1735,1385,1367,7205,-1,57,-1292
2023-12-08 22:08:28,1092,7193,2244,1796,1377,1630,8198,-1,59,-1004
2023-12-08 16:08:34,1060,8156,2730,1799,1310,1307,8269,4,59,-113
2023-12-08 09:38:11,1060,8640,2842,1794,1276,959,8018,25,59,622
2023-12-08 03:38:17,1065,6021,1871,1734,1377,1105,7209,-1,59,-1188
2023-12-07 21:38:23,959,7572,2311,1750,1375,1056,7509,0,57,63
2023-12-07 15:38:29,1077,8260,2272,1764,1363,1365,7913,14,57,347
2023-12-07 09:37:35,1079,8605,2012,1709,1354,1750,8014,29,59,591
2023-12-07 03:38:09,1059,5972,1682,1701,1394,2004,7890,-1,51,-1918
2023-12-06 21:38:09,1039,7517,2228,1753,1380,1996,8449,0,53,-932
2023-12-06 15:38:09,1014,7692,1878,1693,1366,1984,8054,61,54,-362
2023-12-06 09:38:09,1122,8026,2441,1695,1293,481,7177,92,55,848
2023-12-06 03:29:14,1065,5870,1638,1717,1388,394,6257,-1,56,-387
2023-12-05 21:29:20,1095,7692,2340,1760,1377,428,7059,0,53,632
2023-12-05 15:25:30,987,7928,2067,1773,1348,1383,7659,45,55,270
2023-12-05 09:26:35,1074,8375,2072,1782,1327,1305,7734,120,54,641
2023-12-05 03:25:08,958,5746,1690,1717,1385,547,6350,-1,54,-603
2023-12-04 21:26:08,1069,7668,2344,1826,1386,99,6777,0,54,891
2023-12-04 15:25:08,1101,7809,1966,1768,1382,15,6401,114,51,1408
2023-12-04 09:26:08,1062,8308,2359,1821,1395,46,6890,153,53,1418
2023-12-04 03:25:08,1054,5107,1712,1711,1393,480,6402,-1,52,-1294
2023-12-03 21:25:13,1077,6491,2284,1770,1392,839,7412,-1,51,-921
2023-12-03 15:25:19,1072,6128,1846,1750,1396,835,6978,30,49,-850
2023-12-03 09:25:25,1060,5856,2081,1690,1393,728,7078,77,49,-1222
2023-12-03 03:25:31,933,5069,1522,1628,1400,1740,7267,-1,44,-2198
2023-12-02 21:26:36,1024,6594,2528,1770,1393,1246,8008,-1,47,-1413
2023-12-02 15:25:08,1027,6345,1769,1717,1395,991,7005,58,48,-661
2023-12-02 09:26:08,981,6224,2147,1726,1398,1002,7482,178,50,-1258
2023-12-02 03:25:08,1068,5042,1657,1700,1393,1021,6888,-1,50,-1846
2023-12-01 21:25:08,973,6527,1652,1737,1394,1967,7763,0,41,-1236
2023-12-01 15:26:08,1061,6649,1696,1746,1396,1557,7582,84,41,-932
2023-12-01 09:25:14,1068,6642,1911,1781,1394,1593,7885,98,40,-1243
2023-12-01 03:26:19,1030,5327,1302,1664,1389,1722,7149,-1,42,-1822
2023-11-30 21:26:25,920,6800,1742,1815,1387,2136,8053,-1,53,-1254
2023-11-30 15:25:32,994,6656,1662,1773,1376,188,6162,111,51,494
2023-11-29 11:55:30,982,7604,2042,1793,1308,992,7448,281,50,156
2023-11-29 05:55:36,970,6241,1547,1693,1379,1566,7206,0,52,-964
2023-11-28 23:56:11,920,6265,1774,1709,1353,1557,7363,-1,51,-1098
2023-11-28 17:55:11,972,8274,2077,1747,1356,1532,7738,0,53,535
